,CID,standard_inchi_key,smiles
156,53323199,RZKMGDNFMYZIER-INIZCTEOSA-N,"""CN1C=C2CN(C(=O)C3=C2C1=CC=C3)C4CN5CCC4CC5"""
157,53316626,RZKMGDNFMYZIER-MRXNPFEDSA-N,"""CN1C=C2CN(C(=O)C3=C2C1=CC=C3)C4CN5CCC4CC5"""
158,108000,NTHPAPBPFQJABD-LLVKDONJSA-N,"""CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4"""
159,53320569,JDFBBZLNLYXHDC-CAUKCHDASA-N,"""C1C2C3CC4C2C5C1C3C(C45)NCC6=CC(=CC=C6)F"""
160,53324553,FZIIBLBHXXRTMG-RAOGCBAWSA-N,"""C1C2C3CC4C2C5C1C3C(C45)NCCC6=CC(=CC=C6)F"""
161,53321869,GACBJAOXQGFNDL-RAOGCBAWSA-N,"""CN(CC1=CC(=CC=C1)F)C2C3C4CC5C2C6C3CC4C56"""
162,53325861,LGZPNSXZRKGUES-DKSPCFMDSA-N,"""CN(CCC1=CC(=CC=C1)F)C2C3C4CC5C2C6C3CC4C56"""
163,136020617,ZVWPMYHMXUXIMC-IONNQARKSA-N,"""CC1C(N=C(S1)C2=CC=CC=C2O)CO"""
164,46182745,DWTYHCYVKJONSP-UHFFFAOYSA-N,"""C1CCC(C1)N2CC3=C(C2=O)C=CC(=C3)OCC4=CC(=CC=C4)C5=CC(=C(C=C5)Cl)C(=O)O"""
165,46182736,ZQBPXBADOJMCRU-UHFFFAOYSA-N,"""C1CCC(C1)N2C(=O)C3=C(S2)C=C(C=C3)OCC4=CC(=CC=C4)C5=CC(=C(C=C5)Cl)C(=O)O"""
166,44516817,YPVOSIDECMYMTD-UHFFFAOYSA-N,"""CC1=CC(=NC2=C(C(=NN12)NC)S(=O)(=O)C3=CC=CC=C3)C"""
167,25175634,KLFVWQCQUXXLOU-UHFFFAOYSA-N,"""CCOC1=CC=CC(=C1)NC(=O)C2=CC(=C(C=C2)N3CCCC3)C(F)(F)F"""
168,51050257,LVXAMCKZCLWWTF-UHFFFAOYSA-N,"""C1=C(C=C(C=C1C#N)F)C#CC2=CSC(=N2)F"""
169,109,ADVPTQAUNPRNPO-UHFFFAOYSA-N,"""C(C(C(=O)O)N)S(=O)O"""
170,44623946,YVPGZQLRPAGKLA-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)C(=O)N)N2C(=CC=C2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O"""
171,3019427,OMLDMGPCWMBPAN-UHFFFAOYSA-N,"""COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl"""
172,72287,VRQVVMDWGGWHTJ-CQSZACIVSA-N,"""CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C"""
173,52951481,ZVRXOXFSMYJETP-UHFFFAOYSA-N,"""CC1=C(N(N=C1C(=O)NC2(CCOCC2)C#N)C3=CC=CC=C3Br)C4=CC=C(C=C4)OC"""
174,52951482,VCKIDQVWSDVZCZ-UHFFFAOYSA-N,"""CC1=C(N(N=C1C(=O)NC2(CCCCC2)C#N)C3=CC=CC=C3Br)C4=CC=C(C=C4)OC"""
175,25070582,CZWQBSKNHUVZLI-UHFFFAOYSA-N,"""C1CNCCC2=NC(=NC=C21)CC3=CC=CC=C3"""
176,14712103,GVOCXQUIZNWEMU-UHFFFAOYSA-N,"""C1=CC=C(C=C1)CNCCC2=CN=CN2"""
177,53248361,YTOGOMGUCNEXIR-UHFFFAOYSA-N,"""COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C45C6C7C4C8C5C6C78I"""
178,53248365,IUEHDTRLKKNLDW-UHFFFAOYSA-N,"""C1CN(CCN1CCN(C2=CC=CC=N2)C(=O)C34C5C6C3C7C4C5C67I)C8=CC=CC=C8O"""
179,9795278,WECKJONDRAUFDD-ZDUSSCGKSA-N,"""C1CN2CCC1C(C2)NC(=O)C3=CC=C(C=C3)Cl"""
180,10359235,DSNALXIKDKGHLJ-UHFFFAOYSA-N,"""CC(C)N1CCN(CC1)C(=O)C2=CC=C(C=C2)CN3CCCCC3"""
181,46179476,NVCJMYLJSSPEKR-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)C(=O)N)C2=C(C=CN2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O"""
182,46179378,CPOQTXKWWFQYCF-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)C(=O)N)C2=C(C=CN2CCC(=O)O)C3=CC=C(C=C3)N4C=CN=C4"""
183,46179566,APARPRRWRUIPGQ-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)C(=O)N)C2=C(C=CN2C3=CC(=C(C=C3)C(=O)O)O)C4=CC=C(C=C4)OC"""
184,46179568,USRJTKDRTOTPRU-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)C(=O)N)C2=C(C=CN2C3=CC(=C(C=C3)O)[N+](=O)[O-])C4=CC=C(C=C4)OC"""
185,65856,CBQGYUDMJHNJBX-OALUTQOASA-N,"""CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3"""
186,108182,FEROPKNOYKURCJ-UHFFFAOYSA-N,"""COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N"""
187,135743630,JDBSZVDIUIRSDG-DAFODLJHSA-N,"""C1=CC2=C(C=C1F)NC=C2C=CC3=NNN=N3"""
188,53363442,DNVBBWNTRFFIHW-CQSZACIVSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)NN=C3"""
189,1408942,NRJJRVIMKKANAW-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=NC=NC(=C2)C3=CC=CC=C3"""
190,3513127,WIPPGLNWEIAUEV-UHFFFAOYSA-N,"""C1=CC=C(C=C1)CCCN=C(N)N"""
191,56672434,LZFIKFXIHTZOJR-UHFFFAOYSA-N,"""CN1CCC(=CC2=NC3=C(N2)C=C(C=C3)Cl)CC1"""
192,9793921,RWBFCYZFACUBIZ-UHFFFAOYSA-N,"""C1CCC(CC1)CC2=CN=CN2"""
193,56665109,ZHHLHBNBIKLLJG-UHFFFAOYSA-N,"""C1C2CC3CC1CC(C2)(N3CC4=CC=CC=C4)O.Cl"""
194,56682093,LPAMOYXJLQSGRI-UHFFFAOYSA-N,"""C1C2CC3CC1CC(C2)(N3CC4=CC(=CC=C4)F)O.Cl"""
195,56675439,HXOMGUPFBWZKBK-UHFFFAOYSA-N,"""C1C2CC3CC1CC(C2)N3CC4=CC=CC=C4.Cl"""
196,56672196,ZILQWXOKQUVSTI-UHFFFAOYSA-N,"""C1C2CC3CC1CC(C2)N3CC4=CC(=CC=C4)F.Cl"""
197,10546334,XCKMSIBEVNAANY-UHFFFAOYSA-N,"""C1CN(CCN1CCC2=CC3=C(C=C2)NCN3)C4=CC=CC5=CC=CC=C54"""
198,25070031,XUKROCVZGZNGSI-CQSZACIVSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=NNC(=O)C=C3"""
199,56593934,XEWOFIPWWSYNAY-UHFFFAOYSA-N,"""CCN=C(NS(=O)(=O)C1=CC(=CC=C1)Cl)N2CC3(CCNCC3)C=N2"""
200,10088453,QOTYCLIFPPZNAZ-UHFFFAOYSA-N,"""COC1=CC=CC=C1N2CCN(CC2)CCC3=CC4=NNN=C4C=C3"""
201,1383884,ROFVXGGUISEHAM-UHFFFAOYSA-N,"""C1CCC(CC1)NC(=O)OC2=CC=CC(=C2)C3=CC(=CC=C3)C(=O)N"""
202,10042602,IOUSMYRYFCYRJU-UHFFFAOYSA-N,"""CC1=C(C(=CC=C1)N2CCN(CC2)CCC3=CC4=NNN=C4C=C3)C"""
203,5011,XRXDAJYKGWNHTQ-UHFFFAOYSA-N,"""C1CN(CCN1)C2=NC3=CC=CC=C3C=C2"""
204,46926514,JQSJAVBMIMDUFO-UHFFFAOYSA-N,"""C1OC2=C(O1)C=C(C=C2)C3=CN=CN=C3NCC4=CC(=CC(=C4)Cl)Cl"""
205,9849616,HMXDWDSNPRNUKI-UHFFFAOYSA-N,"""CCC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Br"""
206,28693,WZHJKEUHNJHDLS-QTGUNEKASA-N,"""CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5"""
207,54764239,VRTIPIUNHQTBEU-JVOXIWMLSA-N,"""CCC=C1CC2CNC3=C(C=CC=C3OC)C(=O)N2C1"""
208,54764241,YZASJELCRXLHII-LFJXOHPOSA-N,"""CC=C1CC2CNC3=C(C=CC=C3OC)C(=O)N2C1"""
209,54764240,MGYWULAVXWGTIC-JVOXIWMLSA-N,"""CCC=C1CC2CNC3=CC=CC=C3C(=O)N2C1"""
210,56655504,UKQMQTGGUNTZKM-UHFFFAOYSA-N,"""CC1=NC2=C(C(=NN2C(=C1)N)NC)S(=O)(=O)C3=CC=CC=C3"""
211,5310971,TYAGAVRSOFABFO-VIFPVBQESA-N,"""C1CN2CCC1C3(C2)CNC(=O)O3"""
212,45102767,HTSQRRQNKJNSLH-UHFFFAOYSA-N,"""C1=C(C=C(C=C1Cl)Cl)OCC2=CC(=O)NN2"""
213,46239840,LRBQTFPUUPFJQW-UHFFFAOYSA-N,"""CC1=CC(=CC2=C(C3=C(NN=C3N=C12)C)N4CCNCC4)OC"""
214,3066250,ZQZWLJUKYOXRPN-UHFFFAOYSA-N,"""CC1=C(C2=C(N1)C=CC(=C2)OC)C3=CCNCC3"""
215,24996322,HBDLBTSITBUDIR-GOSISDBHSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=CC=CC=N4"""
216,57396812,IKXSPLZKOZXPFB-RQBPZYBGSA-N,"""CC(C)OC1=CC(=CC(=C1)OC)S(=O)(=O)C2=CC3=C(C=C2)C4CCNCC4O3.Cl"""
217,11376655,ACKJXXOVSOCBPX-UHFFFAOYSA-N,"""CC1=C(C2=CC=CC=C2N=C1N3CCN(CC3)C)C(=O)NCCCCCCCNC4=C5CCCCC5=NC6=CC=CC=C64"""
218,56946195,ZSXVTCQOHADCFY-UHFFFAOYSA-N,"""C1CCN(CC1)CCCOC2=CC=C(C=C2)C3=CC(=O)NN=C3"""
219,24995994,QJAUWCVZCCDKQC-OAHLLOKOSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C"""
220,24995995,IQDHHFRBYSXXIU-UHFFFAOYSA-N,"""CN1C(=O)C=C(C=N1)C2=CC=C(C=C2)OCCCN3CCCCC3"""
221,24995996,FSIKVHPOLUUBDN-UHFFFAOYSA-N,"""CN1C(=O)C=C(C=N1)C2=CC=C(C=C2)OCCCN3CCCCCC3"""
222,56946196,SRWDXYXZNVIWLX-QGZVFWFLSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C(C)C"""
223,24995991,OVNSLCAMMBQZNV-CQSZACIVSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)NN=C3C"""
224,24995992,ZLVGQXFVHCGGPY-UHFFFAOYSA-N,"""CC1=NNC(=O)C=C1C2=CC=C(C=C2)OCCCN3CCCCC3"""
225,24995993,PNKGJBPTSCNELU-UHFFFAOYSA-N,"""CC1=NNC(=O)C=C1C2=CC=C(C=C2)OCCCN3CCCCCC3"""
226,24995682,FVBMQXFSNPPRRM-OAHLLOKOSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3C)C"""
227,24995990,ZDCLGHCQWVFXJS-UHFFFAOYSA-N,"""CC1=NN(C(=O)C=C1C2=CC=C(C=C2)OCCCN3CCCCC3)C"""
228,24996649,HBDLBTSITBUDIR-SFHVURJKSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=CC=CC=N4"""
229,24996323,XBRKSAQXTGMBRJ-UHFFFAOYSA-N,"""C1CCN(CC1)CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=CC=CC=N4"""
230,24996324,YNRFAWWXOCTZKF-UHFFFAOYSA-N,"""C1CCCN(CC1)CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=CC=CC=N4"""
231,24996325,ZKBYTERDWDMGKM-LJQANCHMSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=CC=CC(=N4)C"""
232,24996326,DLAXWULAMBVPFO-LJQANCHMSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3)C4=C(C=CC=N4)C"""
233,24996327,ZROXYPDPKXBHHW-GOSISDBHSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3C)C4=CC=CC=N4"""
234,24996643,DACDBRYFJUJEAA-LJQANCHMSA-N,"""CC1CCCN1CCCOC2=CC=C(C=C2)C3=CC(=O)N(N=C3C)C4=C(C=CC=N4)C"""
235,46174545,LTQWNQOQFFXHAJ-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)NS(=O)(=O)C)N2C(=CC=C2C3=CC=C(S3)N4C=CN=C4C)CCC(=O)O"""
236,46174600,NFEVAAXMHCVVQF-UHFFFAOYSA-N,"""CC1=C(C=CC(=C1)NS(=O)(=O)C)N2C(=CC=C2C3=CC=C(C=C3)N4C=CN=C4)CCC(=O)O"""
237,45254040,FQIJPHXWIONJLF-JKOKRWQUSA-N,"""C1CNC1COC2=CN=CC(=C2)C3CC3CCO"""
238,56951368,HGSHFGWWOPXUPH-WHOFXGATSA-N,"""CNC(=O)OCCC1CC1C2=CC(=CN=C2)OCC3CCN3"""
239,56951495,NMIIKXFGCKOYRV-WHOFXGATSA-N,"""COCCC1CC1C2=CC(=CN=C2)OCC3CCN3"""
240,9805719,MDBNTXARNGRHEV-UHFFFAOYSA-N,"""C1CN(CCC1N2C(=O)OC(=N2)C3=CC(=C(C4=C3OCCO4)N)Cl)CCC5=CC=CC=C5"""
241,11095339,ITUMTGGIBOPIJQ-UHFFFAOYSA-N,"""C1CC2CCC1N2CC3=CC=CC=C3"""
242,70683685,HJOLMLNXMCFYQQ-UHFFFAOYSA-N,"""C1CC2CCC1N2CC3=CC(=CC=C3)F"""
243,66561968,MFKYGKXYJBKSQN-UHFFFAOYSA-N,"""COC1=C(C=C(C=C1)CN2C3CCC2CC3)OC"""
244,66561966,JVHYCBRRZUMPEJ-UHFFFAOYSA-N,"""C1CCC(CC1)CN2C3CCC2CC3"""
245,66561967,TWUZJTIHFYRNSV-UHFFFAOYSA-N,"""C1CC2CCC1N2CC34C5C6C3C7C6C5C47"""
246,70687957,JJTSIVODPMDGBG-UHFFFAOYSA-N,"""C1CC2CCC1N2CCC3=CC=CC=C3"""
247,70685835,URNOPSHFIGOPOJ-UHFFFAOYSA-N,"""C1CC2CCC1N2CCC3=CC(=CC=C3)F"""
248,70687958,SRRZEMVAQOSBLB-UHFFFAOYSA-N,"""C1CC2CCC1N2CCC3=CC=CC=N3"""
249,70692138,LCBQDWKMNGEPLD-UHFFFAOYSA-N,"""C1CC2CCC1N2CCCC3=CC(=CC=C3)F"""
250,122501,CWEGCQIIDCZZED-UHFFFAOYSA-N,"""C1CCN(C1)CC2=CC=CC=C2"""
251,22197529,PRKCBGIXZFUCEF-UHFFFAOYSA-N,"""C1CCN(C1)CC2=CC(=CC=C2)F"""
252,211262,MIZXZRHARATZMK-UHFFFAOYSA-N,"""COC1=C(C=C(C=C1)CN2CCCC2)OC"""
253,199798,ADGIWWYGVBZYMC-UHFFFAOYSA-N,"""C1CCC(CC1)CN2CCCC2"""
254,411735,KLUCWWVQVUXBSE-UHFFFAOYSA-N,"""C1CCN(C1)CCC2=CC=CC=C2"""
255,70692139,PXBKRGXXBYALIH-UHFFFAOYSA-N,"""C1CCN(C1)CCC2=CC(=CC=C2)F"""
256,70681573,VBKWQJLSFFFYLC-UHFFFAOYSA-N,"""C1CCN(C1)CCCC2=CC(=CC=C2)F"""
257,56963799,GPZMWOXSIRVXQW-OAHLLOKOSA-N,"""CC1CCCN1CCC2=CC3=C(O2)C=CC(=C3)C(=O)C4=CC=C(C=C4)[N+](=O)[O-]"""
258,44408892,PUDDOANNCQNPJM-UHFFFAOYSA-N,"""CN(C)CC1=C2CN3C(=C(C4=CC=CC=C43)CN(C)C)CN2C5=CC=CC=C51"""
259,66572162,NBIWTPBSAFCSRX-UHFFFAOYSA-N,"""C1CN(CC=C1CC2=CC=CC=C2)CCC(C3=CC4=CC=CC=C4S3)O"""
260,66572393,QXCOEFGWAUGVTR-UHFFFAOYSA-N,"""C1CN(CC=C1CC2=CC=CC=C2)CCC(C3=CSC4=CC=CC=C43)O"""
261,45102009,JYIMWQCCVNSNJW-UHFFFAOYSA-N,"""COC1=C(C2=C(C=C1)C=C(C=C2)C(CCN3CCC(=CC3)CC4=CC=CC=C4)O)Cl"""
262,66572397,JZHYJRPFUZJBQH-UHFFFAOYSA-N,"""C1CN(CCC1(CC2=CC=CC=C2)O)CCC(C3=CC(=C(C=C3)Cl)Cl)O"""
263,66572399,NQXSFBZVBLPNCG-UHFFFAOYSA-N,"""C1CN(CC=C1CC2=CC=CC=C2)CCC(C3=CC(=C(C=C3)Cl)Cl)O"""
264,62705126,GBAMAYLRKACPQW-IZZDOVSWSA-N,"""CNC1=NC(=O)C(=CC2=CNC3=C2C(=CC=C3)Br)N1C"""
265,62705127,WNMPRXNFNSOTPV-LFYBBSHMSA-N,"""CNC1=NC(=O)C(=CC2=CNC3=C2C=C(C=C3)Br)N1C"""
266,62705129,IQJBDRJDMXGXFH-OSNXYGPASA-N,"""CN1C(=CC2=CNC3=C2C(=CC=C3)Br)C(=O)N(C1=N)C"""
267,62705130,MDTKNEDEHYXCRY-OSNXYGPASA-N,"""CN1C(=CC2=CNC3=C2C=CC=C3Br)C(=O)N(C1=N)C"""
268,44408940,OSQNMWDGHFIAOM-UHFFFAOYSA-L,"""C[N+](C)(CC=C)CC1=C2CN3C(=C(C4=CC=CC=C43)C[N+](C)(C)CC=C)CN2C5=CC=CC=C51.[Br-].[Br-]"""
269,70697344,VENCMHFMVFASKV-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCNC(=O)NC2=CC=C(C=C2)C3=CC=C(C=C3)Cl"""
270,24860582,LKMWIEHGNOUIAH-UHFFFAOYSA-N,"""CC(=O)N1CCCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)OC"""
271,57523417,AWJOXQPKTMMFHH-UHFFFAOYSA-N,"""CC1=C(NN=C1NC(=O)CCCCN2CCCN(CC2)C(=O)C)C3=CC=C(C=C3)OC"""
272,57523447,KELGFUJORMNBDM-UHFFFAOYSA-N,"""CC(CCCN1CCCN(CC1)C(=O)C)C(=O)NC2=NNC(=C2)C3=CC=C(C=C3)OC"""
273,57523448,JJJIVUQWUUXQLP-UHFFFAOYSA-N,"""CC(=O)N1CCCN(CC1)CCCCC(=O)NC2=NC=C(N2)C3=CC=C(C=C3)OC"""
274,11340940,TYDKAHFZLFMNQX-UHFFFAOYSA-N,"""CC1=CC(=CC(=C1S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(CC3)C)C)OC"""
275,70689023,HSJHANWKJLOWGS-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=CC=C(C=C2)C3=CC=C(C=C3)Cl"""
276,24998043,LOEWGPWXHKYVIM-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)Cl"""
277,57523354,UDNVGXVDJIKQKN-UHFFFAOYSA-N,"""CN1C(=CC(=N1)C2=CC=C(C=C2)Cl)NC(=O)CCCCN3CCCCC3"""
278,57500973,UQHUNGZFFQATJZ-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NC(=CS2)C3=CC=C(C=C3)Cl"""
279,57500967,JWKYJUPITPBTSR-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NN=C(S2)C3=CC=C(C=C3)Cl"""
280,57523355,UUULARAVAROYPO-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=CC(=NO2)C3=CC=C(C=C3)Cl"""
281,57523356,BGJJEMSVLGIVLI-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCCC3"""
282,57523357,VAEUZWBERFNXLX-UHFFFAOYSA-N,"""COC1=CC=CC(=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCCC3"""
283,57523382,YJOREKPBKODAPH-UHFFFAOYSA-N,"""COC1=CC=CC=C1C2=CC(=NN2)NC(=O)CCCCN3CCCCC3"""
284,25029475,GQCWFDPOTSZPCD-UHFFFAOYSA-N,"""CC1=C(NN=C1NC(=O)CCCCN2CCCCC2)C3=CC=C(C=C3)OC"""
285,24997749,POWHTVORLJYXLJ-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)F"""
286,57523383,MIQNWMJNRQADMN-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)Br"""
287,57523384,DWJPLBZSCNLIAR-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=NC=C3"""
288,24998044,AEZVYNVHNCDBQX-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)C(F)(F)F"""
289,57523385,MUFOLRMJGLDINZ-UHFFFAOYSA-N,"""C1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=CO3"""
290,57523386,BRVURYNCYHYNFR-UHFFFAOYSA-N,"""CC1CCN(CC1)CCCCC(=O)NC2=NNC(=C2)C3=CC=C(C=C3)OC"""
291,24998360,RPLWNHKGFXWLSL-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCOCC3"""
292,57523387,XJQFQLWVHXSRMJ-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCNC(=O)C3"""
293,57500969,QENDQZCSFXDDOX-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCC(CC3)C(=O)N"""
294,57523414,LZQMVVGBOPZASC-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCCCC3"""
295,57523415,PNHTUMMCJLWVTR-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCOCC3"""
296,44136698,UTZCOSNAHHZOGH-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCCNCC3"""
297,57523416,VDQDOBJGSUGYMM-UHFFFAOYSA-N,"""COC1=CC=C(C=C1)C2=CC(=NN2)NC(=O)CCCCN3CCC(=O)NCC3"""
298,62865,SLFGIOIONGJGRT-UHFFFAOYSA-N,"""CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C"""
299,9794392,OCKIPDMKGPYYJS-ZDUSSCGKSA-N,"""C1CN2CCC1C3(C2)CC4=C(O3)N=CC=C4"""
300,9970357,TXCYUSKWBHUVEP-CYBMUJFWSA-N,"""C1CN2CCC1C(C2)NC(=O)C3=NNC4=CC=CC=C43"""
301,9976826,GUUAJKBOCMZUJW-IBGZPJMESA-N,"""COC1=CC=CC=C1C2=CC=CC3=C2OC(=C3)C(=O)NC4CN5CCC4CC5"""
302,25182692,PIEZNFVNSICXLK-FUHWJXTLSA-N,"""CC1=CC=C(S1)C(=O)NC2C3CCN(C2CC4=CN=CC=C4)CC3"""
303,10130417,WIEWCOLOPGXZDJ-UHFFFAOYSA-N,"""C1CC(N2CCC1CC2)C3=CN=CC=C3"""
304,11173546,GTMRUYCIJSNXGB-UHFFFAOYSA-N,"""CN1CC2CN(CC2C1)C3=NN=C(C=C3)C4=CC=CC=C4"""
305,11151363,LUKNJAQKVPBDSC-SFHVURJKSA-N,"""C1CN2CCC1C(C2)OC3=NN=C(C=C3)C4=CC5=C(C=C4)NC=C5"""
306,46196517,SSRDSYXGYPJKRR-ZDUSSCGKSA-N,"""C1CN2CCC1C(C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl"""
307,23290944,QJFWBEXGRNKZIY-UHFFFAOYSA-N,"""C1CCC(CC1)C(=O)N(CCN2CCN(CC2)C3=CC=CC=C3)C4=CC=CC=N4"""
308,71455083,YUOLKUGHNOWKJF-UHFFFAOYSA-N,"""C1CCC(CC1)C(=O)N(CCN2CCC(=CC2)C3=CC=CC=C3)C4=CC=CC=N4"""
309,56949640,KZONDTNPVHWVKU-NSHDSACASA-N,"""C1CNC1COC2=NOC(=C2)COC3=CC=CC=C3"""
310,71460637,LDGNYEXMQRXXIW-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=NC=C3C=C(C=CC3=N2)Cl"""
311,63211,WWOMJAJTOOLHDS-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=NC(=O)C3=CC=CC=C3N2"""
312,52108285,VMMHKLBVXJNMEM-UHFFFAOYSA-N,"""CNC1=NC(=NC2=CC=CC=C21)N3CCN(CC3)C"""
313,13025568,CFMSRRKPZHTMEX-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=CC3=CC=CC=C3C=N2"""
314,12706835,RSUDGRCQQXSDOO-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=CC3=CC=CC=C3N=C2"""
315,3044599,CIBFBHWSAKKIPN-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=CC3=CC=CC=C3C=C2"""
316,71451613,VDFLDQVKOMEZEL-UHFFFAOYSA-N,"""CNC1=CC(=NC2=CC=CC=C21)N3CCN(CC3)C"""
317,69604399,GRQDDYOXJKSBNX-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=NC3=CC=CC=C3C(=C2)N"""
318,71453451,WJMAMTPJNQQNJJ-UHFFFAOYSA-N,"""CNC1=NC(=CC2=CC=CC=C21)N3CCN(CC3)C"""
319,71462343,YMNXOJIOGVVKPL-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=CC3=CC=CC=C3C(=N2)N"""
320,71458823,JJKSXCUVAHBTLA-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=NC3=CC=CC(=C3C=C2)N"""
321,71456956,GBRCKQVRLPIGIR-UHFFFAOYSA-N,"""CN1CCN(CC1)C2=NC3=C(C=CC=C3N)C=C2"""
322,71460633,FBESFXOTONWCII-UHFFFAOYSA-N,"""CNC1=NC(=NC2=C1C=C(C=C2)Cl)N3CC(C3)N(C)C"""
323,44476607,CHVVPMVMKPMDFR-UHFFFAOYSA-N,"""CNC1=NN2C=C3CN(CCC3=NC2=C1S(=O)(=O)C4=CC=CC=C4)C"""
324,2760009,IRMBVBDXXYXPEW-UHFFFAOYSA-N,"""CN1CCNC(C1)C2=CC=CC=C2"""
325,71457264,ZPUAIXYROPYWKA-UHFFFAOYSA-N,"""CC1=CN(C2=C1C=C(C=C2)Cl)S(=O)(=O)C3=CC(=C(C=C3)OC)NC4CCN(CC4)C"""
326,51002362,XRDVQWJPAZZLKN-UHFFFAOYSA-N,"""CC1=CN(C2=C1C=C(C=N2)Cl)S(=O)(=O)C3=CC(=C(C=C3)OC)NC4CCN(CC4)C"""
327,71455493,RJIRTFWCWLPHDK-UHFFFAOYSA-N,"""C1CC2(CC3CC1C(C3)C2)CN"""
