Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL1200748,P20309,CARBIDOPA,QTAOMKOIBXZKND-PPHPATTJSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7479729,DTCC00678662,606973,46191
CHEMBL1200748,P20309,CARBIDOPA,QTAOMKOIBXZKND-PPHPATTJSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7479730,DTCC00678662,606973,46191
CHEMBL120080,P20309,,JXFMNHZWZPYJBA-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9986705,IC50,=,86.5,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]-NMS binding to human Muscarinic acetylcholine receptor M3 using membranes from transfected CHO cells,,Identification and characterization of m1 selective muscarinic receptor antagonists1.,J. Med. Chem.,1999,42,3,"Augelli-Szafran CE, Blankley CJ, Jaen JC, Moreland DW, Nelson CB, Penvose-Yi JR, Schwarz RD, Thomas AJ",,138585,DTCT0023280,1617770,DTCC00107411,1112627,15558
CHEMBL1200803,P20309,SOLIFENACIN SUCCINATE,RXZMMZZRUPYENV-VROPFNGYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,21524581,IC50,=,130.8,NM,,cell_based,,,,,,,,,,,CHO-K1,Displacement of [3H]NMS from human muscarinic M3 receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,,Discovery of novel quaternary ammonium derivatives of (3R)-quinuclidinyl carbamates as potent and long acting muscarinic antagonists.,Bioorg. Med. Chem. Lett.,2011,21,11,"Prat M, Buil MA, Fernández MD, Castro J, Monleón JM, Tort L, Casals G, Ferrer M, Huerta JM, Espinosa S, López M, Segarra V, Gavaldà A, Miralpeix M, Ramos I, Vilella D, González M, Córdoba M, Cárdenas A, Antón F, Beleta J, Ryder H",,748300,DTCT0023280,5964100,DTCC00678711,476771,44627
CHEMBL1200845,P20309,HALCINONIDE,MUQNGPZZQDCDFT-JNQJZLCISA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7331916,DTCC00678745,1765972,46191
CHEMBL1200845,P20309,HALCINONIDE,MUQNGPZZQDCDFT-JNQJZLCISA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7331917,DTCC00678745,1765972,46191
CHEMBL1200862,P20309,METYROSINE,NHTGHBARYWONDQ-JTQLQIEISA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7432624,DTCC00678758,88631,46191
CHEMBL1200862,P20309,METYROSINE,NHTGHBARYWONDQ-JTQLQIEISA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7432625,DTCC00678758,88631,46191
CHEMBL1200993,P20309,GALLAMINE TRIETHIODIDE,REEUVFCVXKWOFE-UHFFFAOYSA-K,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7305879,DTCC00678870,381013,46191
CHEMBL1200993,P20309,GALLAMINE TRIETHIODIDE,REEUVFCVXKWOFE-UHFFFAOYSA-K,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7307895,DTCC00678870,381013,46191
CHEMBL1201,P20309,THIOTHIXENE,GFBKORZTTCHDGY-UWVJOHFNSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,1346637,KI,=,1600,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023280,14735522,DTCC00107669,2105676,68417
CHEMBL1201010,P20309,FLUDROCORTISONE ACETATE,SYWHXTATXSMDSB-GSLJADNHSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7316187,DTCC00678884,381011,46191
CHEMBL1201010,P20309,FLUDROCORTISONE ACETATE,SYWHXTATXSMDSB-GSLJADNHSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7316188,DTCC00678884,381011,46191
CHEMBL1201012,P20309,FLURANDRENOLIDE,POPFMWWJOGLOIF-XWCQMRHXSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7331307,DTCC00678886,381012,46191
CHEMBL1201012,P20309,FLURANDRENOLIDE,POPFMWWJOGLOIF-XWCQMRHXSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7331308,DTCC00678886,381012,46191
CHEMBL1201024,P20309,METHSCOPOLAMINE BROMIDE,CXYRUNPLKGGUJF-XKTSLVMZSA-M,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,=,1.13,NM,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),,DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7411021,DTCC00678896,1059334,46191
CHEMBL1201024,P20309,METHSCOPOLAMINE BROMIDE,CXYRUNPLKGGUJF-XKTSLVMZSA-M,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,=,0.239,NM,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),,DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7411022,DTCC00678896,1059334,46191
CHEMBL1201027,P20309,GLYCOPYRROLATE BROMIDE,VPNYRYCIDCJBOM-UHFFFAOYSA-M,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,21036043,IC50,=,0.251,NM,,cell_based,,,,,,,,,,,CHO-K1,Displacement of [3H]NMS from human muscarinic M3 receptor expressed in CHO-K1 cells after 16 hrs by scintillation proximity assay,,The discovery of new spirocyclic muscarinic M3 antagonists.,Bioorg. Med. Chem. Lett.,2010,20,24,"Stocks MJ, Alcaraz L, Bailey A, Bowers K, Donald D, Edwards H, Hunt F, Kindon N, Pairaudeau G, Theaker J, Warner DJ",,687865,DTCT0023280,3605545,DTCC00678898,469998,42029
CHEMBL120109,P20309,,LQHWLESHMQULFK-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9986705,IC50,=,5523.7,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]-NMS binding to human Muscarinic acetylcholine receptor M3 using membranes from transfected CHO cells,,Identification and characterization of m1 selective muscarinic receptor antagonists1.,J. Med. Chem.,1999,42,3,"Augelli-Szafran CE, Blankley CJ, Jaen JC, Moreland DW, Nelson CB, Penvose-Yi JR, Schwarz RD, Thomas AJ",,138585,DTCT0023280,1603885,DTCC00297433,1306309,15558
CHEMBL1201117,P20309,METHOCARBAMOL,GNXFOGHNGIVQEH-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7432390,DTCC00678968,800581,46191
CHEMBL1201117,P20309,METHOCARBAMOL,GNXFOGHNGIVQEH-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7432391,DTCC00678968,800581,46191
CHEMBL1201139,P20309,MEGESTROL ACETATE,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7412835,DTCC00678986,639582,46191
CHEMBL1201139,P20309,MEGESTROL ACETATE,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7412836,DTCC00678986,639582,46191
CHEMBL1201146,P20309,NORETHINDRONE ACETATE,IMONTRJLAWHYGT-ZCPXKWAGSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7388549,DTCC00678989,703984,46191
CHEMBL1201146,P20309,NORETHINDRONE ACETATE,IMONTRJLAWHYGT-ZCPXKWAGSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7388550,DTCC00678989,703984,46191
CHEMBL1201151,P20309,MESTRANOL,IMSSROKUHAOUJS-MJCUULBUSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7412948,DTCC00678994,542579,46191
CHEMBL1201151,P20309,MESTRANOL,IMSSROKUHAOUJS-MJCUULBUSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7412949,DTCC00678994,542579,46191
CHEMBL120119,P20309,,NHSMMNPCZQYXDK-UHFFFAOYSA-N,0,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,9986705,IC50,=,88.3,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]-NMS binding to human Muscarinic acetylcholine receptor M3 using membranes from transfected CHO cells,,Identification and characterization of m1 selective muscarinic receptor antagonists1.,J. Med. Chem.,1999,42,3,"Augelli-Szafran CE, Blankley CJ, Jaen JC, Moreland DW, Nelson CB, Penvose-Yi JR, Schwarz RD, Thomas AJ",,138585,DTCT0023280,1630632,DTCC00297376,368944,15558
CHEMBL1201193,P20309,LEVOBUPIVACAINE,LEBVLXFERQHONN-INIZCTEOSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7416636,DTCC00679027,282998,46191
CHEMBL1201193,P20309,LEVOBUPIVACAINE,LEBVLXFERQHONN-INIZCTEOSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7416637,DTCC00679027,282998,46191
CHEMBL1201195,P20309,CEFMETAZOLE,SNBUBQHDYVFSQF-HIFRSBDPSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7347181,DTCC00679029,833158,46191
CHEMBL1201195,P20309,CEFMETAZOLE,SNBUBQHDYVFSQF-HIFRSBDPSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7347182,DTCC00679029,833158,46191
CHEMBL1201203,P20309,BENZTROPINE,GIJXKZJWITVLHI-PMOLBWCYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,=,1.29,NM,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),,DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7276995,DTCC00679037,1609543,46191
CHEMBL1201203,P20309,BENZTROPINE,GIJXKZJWITVLHI-PMOLBWCYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,=,0.272,NM,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),,DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7276996,DTCC00679037,1609543,46191
CHEMBL1201207,P20309,BETAMETHASONE PHOSPHORIC ACID,VQODGRNSFPNSQE-DVTGEIKXSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,=,6429,NM,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),,DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7280081,DTCC00679040,444634,46191
CHEMBL1201207,P20309,BETAMETHASONE PHOSPHORIC ACID,VQODGRNSFPNSQE-DVTGEIKXSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,=,1363,NM,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),,DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7280082,DTCC00679040,444634,46191
CHEMBL1201216,P20309,DAPIPRAZOLE,RFWZESUMWJKKRN-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7342164,DTCC00679045,1544895,46191
CHEMBL1201216,P20309,DAPIPRAZOLE,RFWZESUMWJKKRN-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7342165,DTCC00679045,1544895,46191
CHEMBL1201220,P20309,DIATRIZOIC ACID,YVPYQUNUQOZFHG-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7359455,DTCC00679049,444639,46191
CHEMBL1201220,P20309,DIATRIZOIC ACID,YVPYQUNUQOZFHG-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7359456,DTCC00679049,444639,46191
CHEMBL1201237,P20309,LEVOBUNOLOL,IXHBTMCLRNMKHZ-LBPRGKRZSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,IC50,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7412272,DTCC00679063,736261,46191
CHEMBL1201237,P20309,LEVOBUNOLOL,IXHBTMCLRNMKHZ-LBPRGKRZSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,,KI,,,,,,,,,,,,,,,,CHO-K1,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774651,DTCT0023280,7412273,DTCC00679063,736261,46191
CHEMBL1201325,P20309,HEXOCYCLIUM,ZRYHPQCHHOKSMD-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,2704370,KI,=,1.4,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023280,14735661,DTCC00679118,2105724,68413
CHEMBL1201335,P20309,GLYCOPYRROLATE,ANGKOCUUWGHLCE-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,22047691,IC50,=,0.251,NM,,cell_based,,,,,,,,,,,CHO-K1,Displacement of [3H]NMS from recombinant human M3 receptor expressed in CHO-K1 cells after 16 hrs,,"The discovery of AZD9164, a novel muscarinic M3 antagonist.",Bioorg. Med. Chem. Lett.,2011,21,24,"Mete A, Bowers K, Chevalier E, Donald DK, Edwards H, Escott KJ, Ford R, Grime K, Millichip I, Teobald B, Russell V",,789189,DTCT0023280,7542763,DTCC00679124,1512932,46625
CHEMBL1201335,P20309,GLYCOPYRROLATE,ANGKOCUUWGHLCE-UHFFFAOYSA-N,4,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,CHRM3,GPCR,,,24144851,IC50,=,0.126,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]NMS from recombinant human M3 receptor expressed in CHO-K1 cells after 16 hrs by SPA method,,"The design of a novel series of muscarinic receptor antagonists leading to AZD8683, a potential inhaled treatment for COPD.",Bioorg. Med. Chem. Lett.,2013,23,23,"Mete A, Bowers K, Bull RJ, Coope H, Donald DK, Escott KJ, Ford R, Grime K, Mather A, Ray NC, Russell V",,1274564,DTCT0023280,12940976,DTCC00679124,1495635,56408
